applicant_id,legal_name,dba_name,ein,owner_ssn_last4,email,phone,tenant_id,created_at,mailing_city,mailing_state,mailing_zip
903,Cornelius Staffing LLC,,55-7637892,,gregory.davis@cornelius.com,499-710-2136,BAYLINE,2020-01-10 02:08:36.529479-05:00,Asheville,NC,28801
904,Mooresville Nursery LLC,,40-4137811,6211,amy.nguyen@mooresvilleco.com,8805160745,NSC_DIRECT,2021-01-09 01:13:19.270978-05:00,Columbia,SC,29201
905,Mooresville Body Shop Inc,,634535738,6011,george.hill@mooresvilleco.com,243-934-0273,NSC_DIRECT,2022-06-12 09:27:56.160013-05:00,Winston-Salem,NC,27101
906,Lewis Body Shop LLC,,30-3856886,9918,stephen.nelson@lewisbiz.com,794-472-7449,NSC_DIRECT,2023-06-25 08:31:19.728209-05:00,Rock Hill,SC,29730
907,Mint Hill Bakery Services LLC,,29-1414154,5981,dorothy.lopez@mintbiz.com,515-945-1195,NSC_DIRECT,2020-05-16 13:29:41.675716-05:00,Savannah,GA,31401
908,Blue Ridge and Sons LLC,,460964083,,nicholas.okafor@blueco.com,(735) 298-9527,NSC_DIRECT,2020-01-09 00:32:28.839232-05:00,Winston-Salem,NC,27101
909,Elizabeth Bakery Inc,,884498987,3146,samantha.johnson@elizabethco.com,631-455-4633,NSC_DIRECT,2022-03-17 16:08:17.712038-05:00,Savannah,GA,31401
910,Ballantyne Optical LLC,,465702919,5139,nicole.walker@ballantyne.com,850-793-1533,CASCADE,2022-05-10 18:20:16.262861-05:00,Columbia,SC,29201
911,Pinehurst Company LLC,,69-5829493,5011,emma.rodriguez@pinehurstbiz.com,344-263-1525,NSC_DIRECT,2024-12-03 04:09:40.009587-05:00,Bakersfield,CA,93301
912,Newton Janitorial Partners LLC,,591680036,8033,gregory.green@newton.com,480-720-4226,NSC_DIRECT,2025-05-25 15:09:49.720918-05:00,Sacramento,CA,95814
913,Sardis Company Inc,,,7929,william.perez@sardis.com,556-256-0490,CASCADE,2020-11-07 04:06:27.311222-05:00,Fresno,CA,93701
914,Mooresville Grocery Inc,Mooresville Grocery,720430320,9118,nancy.torres@mooresvilleco.com,9054000820,NSC_DIRECT,2025-08-19 12:27:53.240822-05:00,Atlanta,GA,30303
915,Boyd Print LLC,Boyd Print,,2460,maria.lee@boydinc.com,369-633-2362,NSC_DIRECT,2025-01-04 02:59:59.046615-05:00,Winston-Salem,NC,27101
916,Shelby Bakery Holdings LLC,,398287292,1147,david.brown@shelbyinc.com,941-530-8797,NSC_DIRECT,2021-04-14 13:27:44.979190-05:00,Columbia,SC,29201
917,Shelby Supply Inc,,889409492,6679,linda.roberts@shelby.com,(604) 825-0834,NSC_DIRECT,2023-02-28 19:57:19.710246-05:00,Winston-Salem,NC,27101
918,Hickory Paving LLC,,,3410,timothy.green@hickoryinc.com,361-303-7246,NSC_DIRECT,2023-11-27 06:03:58.453245-05:00,Asheville,NC,28801
919,Smith HVAC Partners LLC,,442284818,2990,sandra.lee@smith.com,260-345-6129,NSC_DIRECT,2025-07-11 09:44:01.088420-05:00,Fresno,CA,93701
920,Salisbury Dental Services LLC,,29-5733230,1979,maria.carter@salisburyinc.com,210-491-1322,NSC_DIRECT,2024-03-22 15:12:50.363927-05:00,Durham,NC,27701
921,Cedar Body Shop Services LLC,,,,william.garcia@cedarinc.com,6905934372,NSC_DIRECT,2024-02-25 12:56:41.905775-05:00,Charlotte,NC,28204
922,Hickory Tax Group LLC,Hickory Tax Group,81-7669838,4723,nicole.miller@hickoryco.com,499-635-8238,NSC_DIRECT,2022-04-19 00:55:13.913045-05:00,Riverside,CA,92501
923,Monroe Tire LLC,Monroe Tire,237823396,9853,maria.thomas@monroeco.com,(295) 063721,NSC_DIRECT,2023-02-18 08:03:41.177512-05:00,Sacramento,CA,95814
924,Belmont Partners LLC,Belmont Partners,593587822,8263,laura.suggs@belmont.com,525-878-2724,NSC_DIRECT,2025-08-21 01:39:29.011902-05:00,Charlotte,NC,28204
925,Gastonia Associates Partners LLC,,86 9945502,9452,linda.king@gastoniabiz.com,7349917932,NSC_DIRECT,2022-11-07 14:25:12.989918-05:00,Fresno,CA,93701
926,Lincolnton Enterprises LLC,Lincolnton Enterprises,42-7845152,3767,timothy.adams@lincolntonco.com,9766057593,NSC_DIRECT,2023-03-04 05:54:56.521411-05:00,Gastonia,NC,28054
927,Lantern Optical Solutions Inc,Lantern Optical Solutions,87-3982958,8051,andrew.king@lanternco.com,744-425-8110,NSC_DIRECT,2020-07-02 06:41:57.951467-05:00,Rock Hill,SC,29730
928,Rowan Childcare Services LLC,Rowan Childcare Services,38-6307107,0711,stephen.mitchell@rowanbiz.com,(208) 936-6996,NSC_DIRECT,2021-12-19 11:55:57.168119-05:00,Savannah,GA,31401
929,Providence Grocery LLC,,79-7253395,,kimberly.hill@providenceco.com,433-818-8855,BAYLINE,2020-09-25 18:56:09.059884-05:00,Winston-Salem,NC,27101
930,Okafor Fitness Group LLC,Okafor Fitness Group,636858882,7591,jeffrey.hall@okaforco.com,909-933-6680,NSC_DIRECT,2025-08-21 07:42:58.940145-05:00,Winston-Salem,NC,27101
931,Tuckaseegee Machine Services LLC,,38-8652655,4396,elizabeth.thomas@tuckaseegee.com,793-270-3851,NSC_DIRECT,2020-11-23 11:24:55.945713-05:00,Charlotte,NC,28204
932,Green Childcare Solutions Inc,,33-0500991,0867,eric.pridgen@greenbiz.com,447-252-8245,NSC_DIRECT,2019-05-15 14:10:41.122302-05:00,Charlotte,NC,28204
933,Uwharrie Staffing LLC,,241921015,1040,benjamin.nguyen@uwharrieinc.com,637-585-5649,BAYLINE,2022-01-09 23:29:29.912513-05:00,Durham,NC,27701
934,Salisbury Physical Therapy LLC,,86 2028683,2927,deborah.taylor@salisburyinc.com,(240) 550-4471,NSC_DIRECT,2019-08-22 00:56:50.582495-05:00,Nashville,TN,37201
935,Davidson Brothers LLC,,57 0739370,2938,christopher.lopez@davidsonco.com,8276751695,NSC_DIRECT,2023-12-07 04:30:02.110062-05:00,Riverside,CA,92501
936,Belmont Company Group LLC,,,8751,nicole.hill@belmontco.com,666-342-9670,NSC_DIRECT,2021-06-04 09:43:51.071204-05:00,Charlotte,NC,28204
937,Piedmont Print Solutions Inc,,77-5835867,0905,scott.blalock@piedmont.com,474-238-5904,NSC_DIRECT,2025-01-03 15:15:28.098990-05:00,Greenville,SC,29601
938,Ironwood Fitness Inc,,29-8903549,3223,angela.brown@ironwoodinc.com,5997957212,NSC_DIRECT,2023-02-16 05:54:15.017583-05:00,Columbia,SC,29201
939,Cedar Medical Billing LLC,,26-3174264,5905,lisa.cheng@cedar.com,325-310-4457,NSC_DIRECT,2022-05-19 14:11:30.849878-05:00,Charlotte,NC,28204
940,Hickory Plumbing Inc,,63-5627116,4756,anna.young@hickorybiz.com,624-742-9105,NSC_DIRECT,2022-04-27 16:29:31.835921-05:00,Durham,NC,27701
941,Mooresville Landscape LLC,,22-2877676,9921,jason.mitchell@mooresvillebiz.com,(641) 987-6651,NSC_DIRECT,2022-10-12 01:53:10.645956-05:00,Savannah,GA,31401
942,Lincolnton Company LLC,Lincolnton Company,226404087,1286,jonathan.young@lincolntonbiz.com,900-520-5981,NSC_DIRECT,2023-11-30 13:19:01.109070-05:00,Atlanta,GA,30303
943,Adams Freight LLC,,672000124,9362,laura.white@adamsinc.com,415-356-7388,NSC_DIRECT,2023-09-07 02:04:06.790764-05:00,Riverside,CA,92501
944,Lincolnton Flooring Partners LLC,,32-3443036,1186,nicole.walker@lincolntoninc.com,740-686-9330,NSC_DIRECT,2021-05-12 12:04:14.329574-05:00,Atlanta,GA,30303
945,Waxhaw and Sons Services LLC,,43-7326732,1070,anthony.wilson@waxhawbiz.com,261-350-8591,NSC_DIRECT,2021-03-06 16:19:26.934868-05:00,Raleigh,NC,27601
946,Freedom and Sons LLC,,29-0846665,7940,gary.thompson@freedominc.com,690-507-4995,NSC_DIRECT,2021-04-25 14:54:39.800201-05:00,Charlotte,NC,28204
947,Huntersville and Sons Group LLC,,737198320,7515,sandra.adams@huntersvilleco.com,974-321-9302,NSC_DIRECT,2024-04-29 07:37:49.501997-05:00,Concord,NC,28025
948,Mooresville Coffee LLC,Mooresville Coffee,,1651,george.king@mooresvilleco.com,563-372-3822,BAYLINE,2020-10-26 16:59:52.688109-05:00,Columbia,SC,29201
949,Pinehurst Security Services LLC,,85-4035252,3434,dorothy.patel@pinehurstco.com,536-834-1556,NSC_DIRECT,2025-04-19 22:55:45.235932-05:00,Savannah,GA,31401
950,Waxhaw Pest Control Services LLC,,215456320,,kenneth.whitfield@waxhawinc.com,766-633-4726,BAYLINE,2019-09-28 07:39:39.254489-05:00,Greenville,SC,29601
951,Cornelius Towing Inc,,38-3261354,5473,nicole.gonzalez@corneliusco.com,271-874-5207,CASCADE,2021-04-06 08:37:35.539674-05:00,Knoxville,TN,37902
952,Randolph Staffing LLC,,28-6645198,1760,brenda.campbell@randolphinc.com,850-831-7380,NSC_DIRECT,2024-10-14 08:01:37.082983-05:00,Riverside,CA,92501
953,Steele Creek and Sons Partners LLC,,47-9465308,1549,richard.thompson@steele.com,673-395-7472,NSC_DIRECT,2025-02-24 22:11:50.457185-05:00,Bakersfield,CA,93301
954,Blue Ridge Flooring Group LLC,,365338348,2293,joseph.smith@bluebiz.com,640-723-0210,BAYLINE,2023-03-05 04:36:21.983390-05:00,Asheville,NC,28801
955,Huntersville Cabinet Group LLC,,44-9631963,6259,sandra.blalock@huntersville.com,209-205-5476,NSC_DIRECT,2023-01-17 03:59:26.522457-05:00,Concord,NC,28025
956,Catawba Grocery Partners LLC,,97-9702506,8851,justin.suggs@catawbaco.com,2963728257,BAYLINE,2020-10-29 01:17:01.969985-05:00,Rock Hill,SC,29730
957,Shelby Brothers Co,,,,elizabeth.taylor@shelbybiz.com,767-817-4508,NSC_DIRECT,2021-08-22 02:42:51.163910-05:00,Richmond,VA,23219
958,Blue Ridge Associates LLC,,,6218,scott.patel@blueco.com,782-536-6445,CASCADE,2020-06-19 10:58:58.464739-05:00,Fresno,CA,93701
959,Wilson Welding LLC,,546475982,6519,brandon.williams@wilsoninc.com,459-313-8424,NSC_DIRECT,2022-05-09 04:32:25.056674-05:00,Norfolk,VA,23510
960,Sardis Medical Billing Services LLC,,,3528,shirley.lopez@sardisco.com,209-708-8050,NSC_DIRECT,2022-07-11 02:17:14.303441-05:00,Gastonia,NC,28054
961,Shelby Brothers Solutions Inc,,57-5062537,0021,sandra.green@shelbyinc.com,9833257850,BAYLINE,2019-12-22 17:44:55.851593-05:00,Fresno,CA,93701
962,Thompson Salon Inc,Thompson Salon,801181357,9852,edward.vasquez@thompson.com,623-643-5401,NSC_DIRECT,2024-09-21 11:51:35.837532-05:00,Bakersfield,CA,93301
963,Matthews Cabinet LLC,,33-5290729,,emily.white@matthewsco.com,450-271-0098,CASCADE,2023-11-17 02:06:01.320657-05:00,Riverside,CA,92501
964,Granite Brewing LLC,,36-8803604,2107,barbara.johnson@graniteco.com,7443123205,BAYLINE,2019-05-29 14:05:01.847999-05:00,Riverside,CA,92501
965,Hickory Supply Holdings LLC,,38-4789866,6042,emma.jones@hickorybiz.com,715-682-0988,NSC_DIRECT,2021-08-18 15:57:17.442038-05:00,Nashville,TN,37201
966,Lincolnton Realty LLC,,32-0513704,9291,michelle.clark@lincolntonbiz.com,(748) 528-8316,BAYLINE,2024-05-19 13:05:55.087380-05:00,Norfolk,VA,23510
967,Ballantyne Irrigation Holdings LLC,,41-9133238,1481,daniel.davis@ballantyne.com,757-391-5307,NSC_DIRECT,2019-07-19 18:31:24.920997-05:00,Sacramento,CA,95814
968,Robinson Print Co,,,9644,shirley.rivera@robinsonco.com,412-594-3634,CASCADE,2025-02-06 15:19:25.809295-05:00,Bakersfield,CA,93301
969,Idlewild Supply LLC,,84-2598797,5833,kevin.moore@idlewildbiz.com,607-551-4377,NSC_DIRECT,2022-01-15 15:55:10.029123-05:00,Bakersfield,CA,93301
970,Concord Coffee Inc,,82-2281913,8053,stephen.martin@concordinc.com,494-204-6411,NSC_DIRECT,2024-11-12 10:06:20.279121-05:00,Rock Hill,SC,29730
971,Sardis Electric Inc,Sardis Electric,27-4308646,8795,anna.lopez@sardisinc.com,(282) 710-0826,NSC_DIRECT,2020-03-30 20:53:25.857050-05:00,Riverside,CA,92501
972,Monroe Supply Solutions Inc,,,7752,michelle.cheng@monroebiz.com,5872158570,CASCADE,2021-01-21 04:46:30.356185-05:00,Fresno,CA,93701
973,Allen Catering LLC,,29-8654758,,jacob.suggs@allen.com,622-575-3925,NSC_DIRECT,2022-09-11 17:35:36.706916-05:00,Charlotte,NC,28211
974,Brown Tax Solutions Inc,Brown Tax Solutions,90-7217962,7610,samantha.lewis@brownbiz.com,970-544-6835,NSC_DIRECT,2019-01-19 15:19:51.005598-05:00,Richmond,VA,23219
975,Lewis Dental Inc,,EIN 70-3260226,1219,susan.rivera@lewisbiz.com,695-202-9895,NSC_DIRECT,2022-04-02 21:49:24.217927-05:00,Concord,NC,28025
976,Matthews Veterinary Solutions Inc,,206273481,8475,mark.taylor@matthewsbiz.com,236-903-4706,NSC_DIRECT,2024-09-30 20:58:55.705066-05:00,Gastonia,NC,28054
977,Piedmont Bakery Inc,,37-9955938,0561,charles.roberts@piedmont.com,3218172857,NSC_DIRECT,2026-01-26 17:45:13.072611-05:00,Savannah,GA,31401
978,Harbor Logistics Partners LLC,Harbor Logistics Partners,55-4888318,5819,robert.cheng@harborbiz.com,7256369747,BAYLINE,2020-01-01 10:57:04.286726-05:00,Riverside,CA,92501
979,Gastonia Catering Services LLC,,63-6454269,0414,robert.miller@gastoniaco.com,929-851-6356,NSC_DIRECT,2022-12-07 07:21:25.789420-05:00,Raleigh,NC,27601
980,Anderson Freight Solutions Inc,,531382145,7179,charles.moore@andersonbiz.com,590-774-6419,NSC_DIRECT,2023-11-25 01:00:06.442516-05:00,Greenville,SC,29601
981,Idlewild Company LLC,,35-4376323,0085,gregory.davis@idlewildinc.com,506-932-6153,BAYLINE,2023-01-31 08:48:03.969842-05:00,Concord,NC,28025
982,Freedom Realty LLC,,852950617,,stephen.lopez@freedomco.com,303-376-7805,NSC_DIRECT,2023-08-29 11:09:01.990202-05:00,Savannah,GA,31401
983,Piedmont Coffee Group LLC,,637862531,7166,jonathan.walker@piedmont.com,296-326-7578,NSC_DIRECT,2023-10-03 18:38:24.012019-05:00,Savannah,GA,31401
984,Rowan and Sons Holdings LLC,,79 4253604,3445,kimberly.davis@rowaninc.com,621-205-5727,NSC_DIRECT,2021-01-14 05:06:45.897317-05:00,Concord,NC,28025
985,Randolph Coffee LLC,,EIN 82-5318248,0108,samuel.blalock@randolphco.com,643-680-7649,NSC_DIRECT,2021-09-22 15:32:44.354190-05:00,Fresno,CA,93701
986,Tuckaseegee Coffee Co,,89-5523282,0970,richard.martin@tuckaseegeeco.com,3456574597,NSC_DIRECT,2025-05-15 06:33:45.691336-05:00,Knoxville,TN,37902
987,Gastonia Janitorial Inc,,471222088,7971,angela.rodriguez@gastoniaco.com,302-387-5325,NSC_DIRECT,2021-07-01 21:56:59.922644-05:00,Charlotte,NC,28202
988,Smith Towing Services LLC,,66-2097067,7712,emily.wilson@smithbiz.com,827-250-3458,NSC_DIRECT,2024-12-23 02:51:10.738591-05:00,Greenville,SC,29601
989,Green Logistics Group LLC,Green Logistics Group,49-6338532,3092,emily.roberts@greeninc.com,487-232-9083,NSC_DIRECT,2023-01-26 15:29:29.957647-05:00,Richmond,VA,23219
990,Clark Optical LLC,,,4081,jennifer.adams@clarkco.com,485-246-9793,NSC_DIRECT,2021-12-19 21:23:14.736737-05:00,Raleigh,NC,27601
991,CRB Holdings LLC,Corner Rise Bakery,84-3921776,4417,j.mabry@cornerrisebakery.com,704-555-0182,BAYLINE,2025-11-14 14:09:00-05:00,Charlotte,NC,28205
992,Uwharrie Enterprises LLC,,802894299,9388,patricia.hall@uwharriebiz.com,960-368-0578,NSC_DIRECT,2024-10-06 07:29:00.651632-05:00,Gastonia,NC,28054
993,Kestrel Optical Solutions Inc,Kestrel Optical Solutions,877014413,2190,pamela.nguyen@kestrel.com,355-324-8482,BAYLINE,2020-10-16 01:16:49.975233-05:00,Bakersfield,CA,93301
994,Harbor Catering Holdings LLC,,429004542,3388,emma.rivera@harbor.com,732-581-0288,NSC_DIRECT,2020-10-11 19:51:34.087761-05:00,Savannah,GA,31401
995,Providence Medical Billing Partners LLC,,422157889,,ronald.white@providencebiz.com,907-478-5975,CASCADE,2019-09-22 18:32:39.906353-05:00,Sacramento,CA,95814
996,Mallard Insurance Partners LLC,,60-0976777,7576,andrew.wright@mallardinc.com,304-957-8791,NSC_DIRECT,2024-07-05 18:07:56.172617-05:00,Charlotte,NC,28204
997,Sunbelt Medical Billing Solutions Inc,,80 2978475,6409,nancy.lopez@sunbeltbiz.com,8533554307,NSC_DIRECT,2024-06-03 06:44:05.085134-05:00,Durham,NC,27701
998,Ballantyne Pharmacy Partners LLC,Ballantyne Pharmacy Partners,,6965,brian.robinson@ballantyneco.com,940-958-1804,NSC_DIRECT,2025-10-19 18:06:49.861449-05:00,Charlotte,NC,28211
999,Rowan Group LLC,Rowan Group,718628555,9464,jeffrey.roberts@rowan.com,923-269-6000,BAYLINE,2021-12-06 17:01:37.386250-05:00,Charlotte,NC,28204
1000,Cherryville Group LLC,,49-9216031,3848,brian.wright@cherryvilleco.com,954-328-5072,NSC_DIRECT,2020-05-09 01:21:11.942932-05:00,Charlotte,NC,28211
1001,Blue Ridge Partners Partners LLC,,47-9682320,4675,sandra.gonzalez@blueinc.com,203-527-2525,NSC_DIRECT,2024-10-13 02:15:39.602404-05:00,Winston-Salem,NC,27101
1002,Shelby Tax Co,,72-1356536,7252,ryan.lewis@shelbyco.com,873-278-0125,NSC_DIRECT,2019-02-19 09:22:44.061570-05:00,Asheville,NC,28801
1003,Kestrel Company Inc,,615963907,,joseph.roberts@kestrel.com,(369) 662365,NSC_DIRECT,2025-08-16 14:19:53.175535-05:00,Nashville,TN,37201
1004,Harbor Roasters LLC,Harbor Roasters,747067611,2981,jessica.allen@harborco.com,(962) 726-9949,BAYLINE,2020-04-30 16:08:21.274208-05:00,Concord,NC,28025
1005,Gastonia Associates Services LLC,,49-0153311,0758,thomas.carter@gastonia.com,410-571-8101,NSC_DIRECT,2023-07-29 16:08:36.669928-05:00,Charlotte,NC,28202
1006,Randolph Works Services LLC,,83-9338142,8868,carol.lee@randolphbiz.com,654-751-4560,NSC_DIRECT,2021-03-06 04:23:38.652729-05:00,Charlotte,NC,28211
1007,Belmont Security Solutions Inc,,793567384,9859,george.king@belmont.com,206-791-2198,NSC_DIRECT,2022-05-04 16:16:46.080377-05:00,Raleigh,NC,27601
1008,Kannapolis Body Shop LLC,Kannapolis Body Shop,69 0892505,2873,amy.wright@kannapolis.com,(903) 862-9525,CASCADE,2025-09-22 23:51:38.545890-05:00,Fresno,CA,93701
1009,Shelby Tire LLC,,74-1167245,2408,scott.martinez@shelby.com,(553) 275-3166,CASCADE,2022-03-09 07:44:33.796893-05:00,Bakersfield,CA,93301
1010,Sardis Childcare Solutions Inc,,28-4888644,0317,joshua.rodriguez@sardisinc.com,809-576-2394,NSC_DIRECT,2020-06-20 23:44:18.930306-05:00,Gastonia,NC,28054
1011,Elizabeth Nursery Holdings LLC,Elizabeth Nursery Holdings,59-2817962,3919,ronald.okafor@elizabethbiz.com,731-861-6013,NSC_DIRECT,2019-11-12 14:45:01.340222-05:00,Bakersfield,CA,93301
1012,Monroe Fitness Inc,,,7835,angela.sanchez@monroebiz.com,233-617-1388,NSC_DIRECT,2020-07-29 09:01:48.699029-05:00,Nashville,TN,37201
1013,Robinson Metal Group LLC,,35-8085635,3193,betty.taylor@robinsonbiz.com,804-966-5423,CASCADE,2026-01-13 09:23:10.055546-05:00,Riverside,CA,92501
1014,Kannapolis Brewing LLC,,901790049,5561,david.wright@kannapolisbiz.com,(423) 313-0981,NSC_DIRECT,2019-11-14 15:18:01.906514-05:00,Bakersfield,CA,93301
1015,Statesville Towing LLC,,53-5656419,7517,donald.jackson@statesville.com,317-587-6206,NSC_DIRECT,2023-08-07 14:00:03.922489-05:00,Asheville,NC,28801
1016,Elizabeth Fitness Services LLC,,54-0483234,,andrew.martin@elizabethbiz.com,504-916-1171,BAYLINE,2019-02-07 22:11:10.122883-05:00,Sacramento,CA,95814
1017,Providence Logistics LLC,,24-2574164,3458,sharon.garcia@providence.com,515-321-1597,NSC_DIRECT,2024-05-14 09:19:52.242468-05:00,Charlotte,NC,28204
1018,Sunbelt Contractors Group LLC,,36-3104261,4310,robert.robinson@sunbeltbiz.com,319-517-8805,NSC_DIRECT,2019-07-15 13:39:06.816276-05:00,Greenville,SC,29601
1019,Lantern Landscape LLC,,59-9714678,9491,maria.roberts@lanternbiz.com,652-203-3964,NSC_DIRECT,2024-05-15 23:08:37.590742-05:00,Greenville,SC,29601
1020,Cornelius Paving LLC,,45-3998515,8335,matthew.hernandez@corneliusco.com,7005210201,NSC_DIRECT,2023-02-11 12:24:24.109492-05:00,Bakersfield,CA,93301
1021,Beatties Ford Machine Co,,56-1510124,9650,kenneth.davis@beattiesco.com,477-607-2166,CASCADE,2023-02-11 06:40:36.337033-05:00,Norfolk,VA,23510
1022,Shelby Landscape Co,,36-0904140,5532,amanda.patel@shelbyinc.com,991-626-5077,NSC_DIRECT,2025-06-19 23:57:57.268033-05:00,Winston-Salem,NC,27101
1023,Steele Creek Partners Inc,,,5307,ryan.yarborough@steeleinc.com,478-944-0673,CASCADE,2022-07-31 17:05:31.543109-05:00,Riverside,CA,92501
1024,Green Metal Solutions Inc,,778568713,5432,susan.rodriguez@greenco.com,740-847-5071,NSC_DIRECT,2024-06-22 09:02:29.999134-05:00,Charlotte,NC,28211
1025,Kestrel Textile Inc,,57 4204245,6457,barbara.johnson@kestrelinc.com,835-307-0090,CASCADE,2021-06-24 10:29:43.923789-05:00,Fresno,CA,93701
1026,Allen Pest Control Co,,605196528,9798,jeffrey.vasquez@allen.com,203-904-1537,CASCADE,2022-04-02 00:33:08.024787-05:00,Gastonia,NC,28054
1027,Salisbury and Sons Group LLC,,26-2047239,1143,justin.blalock@salisbury.com,488-686-7919,CASCADE,2025-04-06 11:00:37.436389-05:00,Bakersfield,CA,93301
1028,Harbor Brothers Services LLC,,446375296,4859,cynthia.martin@harborco.com,756-256-2793,BAYLINE,2023-06-01 17:51:02.392986-05:00,Durham,NC,27701
1029,Young Metal Group LLC,,31-6753273,5190,stephanie.wright@younginc.com,890-707-2973,NSC_DIRECT,2019-03-25 20:56:44.407296-05:00,Asheville,NC,28801
1030,Dilworth Services Partners LLC,,61-4276910,0606,donna.adams@dilworthbiz.com,(509) 294-5725,NSC_DIRECT,2023-09-13 02:49:28.135163-05:00,Charlotte,NC,28202
1031,Harbor Brothers LLC,,47-4974237,1729,linda.nguyen@harborbiz.com,891-224-2398,NSC_DIRECT,2025-03-24 07:22:11.963571-05:00,Riverside,CA,92501
1032,Gastonia Supply LLC,Gastonia Supply,EIN 28-9697443,0638,barbara.pridgen@gastoniainc.com,588-982-6146,NSC_DIRECT,2020-08-25 08:13:50.877290-05:00,Rock Hill,SC,29730
1033,Lincolnton Cabinet Group LLC,,73-3404290,3932,jessica.wright@lincolntonco.com,850-214-9325,NSC_DIRECT,2023-02-27 23:01:17.401338-05:00,Sacramento,CA,95814
1034,Mallard Print LLC,,73-5165579,9489,michael.white@mallardinc.com,796-794-7525,NSC_DIRECT,2023-03-23 19:21:33.528042-05:00,Riverside,CA,92501
1035,Sunbelt Realty Co,,41-7297121,1436,rebecca.brown@sunbeltinc.com,420-562-4265,CASCADE,2021-06-15 16:28:59.808774-05:00,Fresno,CA,93701
1036,Kannapolis Logistics LLC,,445840289,7644,steven.martin@kannapolisbiz.com,287-512-4012,NSC_DIRECT,2020-11-25 06:06:41.767086-05:00,Columbia,SC,29201
1037,Piedmont Nursery LLC,Piedmont Nursery,54-0250205,7791,justin.patel@piedmontinc.com,(557) 949-4976,BAYLINE,2022-08-27 16:25:34.742650-05:00,Columbia,SC,29201
1038,Uwharrie Services Inc,,35 9384425,8607,deborah.king@uwharrieco.com,485-258-0712,BAYLINE,2022-05-23 08:35:03.177793-05:00,Bakersfield,CA,93301
1039,Elizabeth Janitorial Co,,,6489,robert.thompson@elizabeth.com,654-785-9959,BAYLINE,2022-09-14 05:49:47.463718-05:00,Bakersfield,CA,93301
1040,Adams Medical Billing Co,,72-4122967,3899,angela.ramirez@adamsinc.com,(291) 311433,BAYLINE,2024-06-22 23:41:05.960131-05:00,Durham,NC,27701
1041,Ballantyne Flooring LLC,,20 2237512,2711,george.white@ballantynebiz.com,884-894-0691,NSC_DIRECT,2021-06-22 08:35:21.427620-05:00,Winston-Salem,NC,27101
1042,Hickory Irrigation Co,,28-7707830,9243,anna.mitchell@hickoryco.com,241-260-8201,NSC_DIRECT,2019-07-25 21:28:21.655920-05:00,Charlotte,NC,28211
1043,Uwharrie Machine LLC,,51-6239815,3035,benjamin.campbell@uwharriebiz.com,(747) 964-6973,BAYLINE,2021-03-06 17:04:28.435977-05:00,Nashville,TN,37201
1044,Harbor and Vine Provisions LLC,Harbor & Vine,56-2288104,0057,ap@harborandvine.com,512-868-8592,NSC_DIRECT,2024-12-07 12:42:49.243974-05:00,Charlotte,NC,28203
1045,Maple Metal Services LLC,Maple Metal Services,698705610,,donald.okafor@maplebiz.com,(626) 820-5896,NSC_DIRECT,2020-10-07 19:20:19.676149-05:00,Gastonia,NC,28054
1046,Waxhaw Brewing LLC,,74-6457020,6695,timothy.nguyen@waxhaw.com,616-831-8964,NSC_DIRECT,2019-01-26 16:09:52.611636-05:00,Charlotte,NC,28202
1047,Green Print Inc,,71-1446424,5664,jason.whitfield@green.com,226-909-9704,NSC_DIRECT,2020-10-04 06:06:48.073990-05:00,Columbia,SC,29201
1048,Miller Salon LLC,Miller Salon,80-1807465,4953,linda.lopez@millerbiz.com,965-564-5885,NSC_DIRECT,2021-08-06 10:15:34.284304-05:00,Bakersfield,CA,93301
1049,Elizabeth Group LLC,,21-2145029,0191,emma.torres@elizabeth.com,807-757-6180,NSC_DIRECT,2021-02-27 15:16:09.777646-05:00,Charlotte,NC,28204
1050,Gastonia Welding LLC,,86-0374797,2182,joseph.cheng@gastoniabiz.com,597-529-4266,CASCADE,2021-08-21 09:52:33.839937-05:00,Fresno,CA,93701
1051,Granite Services LLC,,21-6387519,3680,jonathan.davis@graniteinc.com,548-434-4995,NSC_DIRECT,2022-12-03 21:18:39.136418-05:00,Asheville,NC,28801
1052,Statesville Fitness LLC,Statesville Fitness,640995124,1288,jessica.yarborough@statesville.com,864-574-5368,NSC_DIRECT,2020-09-18 04:09:57.567125-05:00,Nashville,TN,37201
1053,Adams Staffing Co,,63-0317221,,ronald.flores@adamsinc.com,346-306-6708,NSC_DIRECT,2022-02-04 20:15:05.978749-05:00,Charlotte,NC,28202
1054,Jones Coffee Holdings LLC,,64-8994145,6803,sarah.carter@jonesco.com,942-618-0843,NSC_DIRECT,2024-10-31 22:01:28.901574-05:00,Concord,NC,28025
1055,Davidson Associates Co,,91 7956817,,lisa.nguyen@davidson.com,8954570921,NSC_DIRECT,2023-12-12 09:18:09.706100-05:00,Sacramento,CA,95814
1056,Sunbelt Supply LLC,Sunbelt Supply,49-2712282,6739,deborah.wright@sunbeltinc.com,918-491-6746,NSC_DIRECT,2023-09-08 14:42:10.892847-05:00,Fresno,CA,93701
1057,Lantern Works LLC,,49 0681970,,maria.cheng@lanternbiz.com,660-809-5996,BAYLINE,2021-10-19 13:38:50.559219-05:00,Winston-Salem,NC,27101
